Search_method Problem Max_evals Run Score
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 36 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 37 26160
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 38 26180
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 39 26120
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 40 26200
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 41 26120
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 42 25960
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 43 26040
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 44 25920
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 45 26220
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 46 26120
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 47 26420
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 48 26160
Hill-Climber-LexiScore knapPI_11_1000_1000_4 1000 49 26120
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 0 18058
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 1 18032
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 2 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 3 18023
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 4 17988
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 5 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 6 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 7 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 8 18058
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 9 18015
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 10 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 11 18058
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 12 17989
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 13 18015
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 14 17997
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 15 17998
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 16 18040
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 17 18015
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 18 18049
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 19 18015
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 20 18049
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 21 18015
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 22 18015
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 23 17997
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 24 18058
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 25 18023
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 26 17997
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 27 17989
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 28 18023
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 29 18058
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 30 18006
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 31 18032
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 32 18015
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 33 17989
Hill-Climber-LexiScore knapPI_13_1000_1000_4 1000 34 17998
